ID	Last	First	Sex	Approval	KG Number	KG street	Renter	KG phone	cell phone	e-mail	Summer Address	Summer City	Summer State	Summer zip	Summer phone	Born	Also lived in	Education	Occupation/Profession	Military Service	Hobbies/Interests	Volunteer Activities	children	Grandchildren	Great Grandchildren	KingsGate History	Other Information	UnitPhoto	PersonPhoto
R-202	Morris	Paula	F		107	Bainbridge		914-486-9450	850-882-6511		3399 Hiney Road	LAS VEGAS	NV	89102	904-297-0240	WV	OH		Homemaker		"travel, baking"	"Sunday School teacher at church - been to Haiti and The Dominican Republic on building projects,"				They purchased lot # 107 in 1988 with a 6 month old unit on it.  Added the porch.	She went to her first square dance with a friend and met Ross.		
R-203	Carson	James	M		107	Bainbridge		316-869-0588	908-574-4771		389 Hedge Street	WEEHAWKEN	NJ	7087	715-403-0785	WV	OH		Heavy machinery maintenance		"fishing, hunting"	"church - been to Haiti and The Dominican Republic on building projects,"				A friend had a place in Nokomis.  Came to visit.  Went to a realtor to rent an ocean front place.  Agreed on a price but then they started adding extras so backed out.  The Realtor suggested KG.			
R-204	Wisdom	Cheryl	F	signed 1-14-2012	108	Bainbridge		920-959-8247		Cheryl.J.Wisdom@pookmail.com	2683 Bubby Drive	AUSTIN	TX	78664	843-422-4555	KY	IN OH TN		"Bookkeeper, homemaker"		"reading, cooking,travel"	"church, hospital"	2	9	1	Visited the Kendall's in KG and then rented for 5 years.  They purchased this lot in 2004.	They met at a skating rink on a blind date.  Joan's girl friend knew Gene's boy friend		
R-205	Tucker	Harvey	M	Signed 1-16-2012	108	Bainbridge		801-599-5964		Harvey.R.Tucker@spambob.com	2374 Stadium Drive	CAMBRIDGE	MA	2141	973-685-6450	OH	TN		Partner in petroleum Distributor	"Navy, Mediterranean"	"fish, hunt, travel, read"	church	2	9	1		He loves to travel. He has been to 48 states and many other countries including China		
R-206	Mattox	Amanda	F		109	Bainbridge		281-299-4535		Amanda.V.Mattox@trashymail.com	4095 Norma Avenue	Huntsville	TX	77340	772-413-1757	MA	NH	Massachusetts Bay Community College	"Banker, homemaker, ran a B & B on Cape Cod"		"tennis, travel"	"KG, hospice,  Politics in MA"	3	4					
R-207	Wilson	Edward	M		109	Bainbridge		586-991-1777		Edward.H.Wilson@dodgit.com	1824 Bassell Avenue	CLINTON	AR	72031	217-275-5548	MA	NH	"Northeast University, Wentworth Institute, Chicago Technical College"	"Construction Superintendent, ran a B & B on Cape Cod"	Marines	"tennis, travel"	"KG, Politics in MA"	3	4		Had a motor home and worked their way down the east coast of Florida and back up the Gulf side.  They had a friend at Royal Coachman who suggested KG as a place with tennis courts.  Rented next year.  Bought lot # 34 in 1997 and lot # 109 in 1999.  Added 	He was swimming in the Community Pool.  Could hold his breath for a long time while swimming under water.  One day when he came up she was right in front of him in a new bathing suit.  Saw each other during High School and were married after the military.		
R-208	Cajigas	Martha	F		110	Bainbridge			520-560-8555		396 White Avenue	Corpus Christi	TX	78401															
R-209	Carlson	Bruce	M		110	Bainbridge			201-713-6167		2302 Blane Street	Saint Louis	MO	63143															
R-210	Shurtz	Florence	F	declined	111	Brookshire																							
R-211	Bethel	Randy	M	declined	111	Brookshire																							
R-212	Gillan	Jeffrey	M	Signed 10/28/2011	112	Brookshire		209-483-6952				Nokomis				IN			"Owned a garbage business that served 2 counties, plus a office cleaning business and an upholstery shop"	"Navy, Pacific during WWII"	painting	Elks	8	8	10	He and Bernice were staying at the Royal Coachman.  While driving around discovered KG.  They liked what they saw and purchased lot # 112 in 1979.  The put this unit on in 1998	They also has 5 Great-great grandchildren.  He and Bernice were married 68 years at her death in 2010.  They met while attending different Company Christmas parties at the same Holiday Inn.		
R-213	Reeve	Betty	F		113	Brookshire				Betty.R.Reeve@mailinator.com																			
R-214	Kline	Justin	M		113	Brookshire				Justin.N.Kline@trashymail.com																			
R-215	Ammons	Elizabeth	F	signed - undated	114	Brookshire		919-285-0248		Elizabeth.K.Ammons@pookmail.com	2601 Bloomfield Way	WELLS	ME	4090	817-481-2545	MA	ME		"waitress, homemaker"		"cooking, gardening, dancing"		3	1		Parents of friends lived in KG. Mike and Nancy visited here and then rented in the Club in 1997.  They purchased lot # 114 in 2000 and added the raised porch in 2002.	Mike and Nancy met when he went to the restaurant where she was working.		
R-216	Turner	Thomas	M	signed 10-27-11	114	Brookshire		605-945-7802		Thomas.D.Turner@mailinator.com	2462 Breezewood Court	Iola	KS	66749	606-633-8380	MA	ME	"Farmington Technical School,  Newton Technical School"	owned a building contracting business	"Army, Viet Nam"	"hunting, fishing, gardening, dancing, antique cars"	KG	3	1					
R-217	Fernandez	Brittney	F		115	Brookshire		502-747-4112	907-824-1299		3987 Lakeland Terrace	Plymouth	MI	48170															
R-218	Bradley	Paula	F		116	Brookshire		903-951-2011				Nokomis																	
R-219	Mendes	Estella	F		117	Brookshire		828-335-2348				Nokomis																	
R-220	Lapointe	William	M		117	Brookshire		989-791-4048				Nokomis																	
R-221	Williams	Gloria	F		118	Brookshire			248-779-7208		310 Drummond Street	PATERSON	NJ	7501															
R-222	Green	Karlene	F	declined 11-30-11	119	Brookshire																							
R-223	Freeman	Ray	M	declined 11-30-11	119	Brookshire																							
R-224	Wilson	Paul	M		120	Brookshire			610-609-7141		2464 Lakewood Drive	ROCHELLE PARK	NJ	7662															
R-225	Morey	Jeannette	F		121	Brookshire		267-577-6596	479-355-7693		4872 Wescam Court	Reno	NV	89501															
R-226	Kittle	Edward	M		121	Brookshire		651-917-9175	580-253-8482		3588 Ferguson Street	QUINCY	MA	2169															
R-227	Martinez	Aurora	F	signed 12-1-11	122	Brookshire		516-839-0025	731-363-8589	Aurora.M.Martinez@trashymail.com	1076 Garrett Street	Portland	PA	97205	858-847-4747	NJ	"PA, VT"	"Westminster College in Pennsylvania, Indiana University of Pennsylvania"	"Reading Teacher,  grades 1 - 8 for 34 years."		"Swimming, reading hiking, camping, back packing, cross country and downhill skiing, kayaking, sailing, biking"	"Trail repair for Green Mountain Club, school activities"	2			Donna's mother and other relatives retired to this area.  They discovered KG while visiting.  She and Scott purchased lot # 11 in 1998.  Then purchased # 122 in 2002.	"Donna moved from New Jersey to Vermont to work in the schools system.  She wanted to learn to ski but none of her fellow teachers skied.  They suggested Scott who worked at a nearby school. So she called him up to go skiing at Pay Peak, Vermont and have b"		
R-228	Johnson	Philip	M	signed 12-1-11	122	Brookshire		318-816-3413	810-629-3462	Philip.E.Johnson@pookmail.com	4710 Boone Crockett Lane	Port Townsend	WA	98368	615-846-9186	VT	NH	"Keene State College, University of Vermont"	"Teacher/Counselor in public schools grade 7 - 12, after retired part time salesman for marine supplies and specialty exotic woods"	National Guard - Tank Company	"Mountaineering, hiking, camping, Kayaking, fishing, sailing, cross country and down hill skiing,biking"	"Trail repair for Green Mountain Club,  Advisor to Outing Clubs,  VT Guidance Association Board, Skiing Association, Local ski area Board, school, community"	2				"Donna and Scott designed and built a cabin on a pond in Vermont in an area without electrical service.  They acted as their own General Contractor, did some of the work themselves and contracted out the rest."		
R-229	Wharton	Leroy	M		123	Brookshire		334-285-6998	608-547-1317		376 Joyce Street	MOYOCK	NC	27958															
R-230	Palmer Family Trust				124	Brookshire		856-857-6459	815-838-7837		2024 University Street	Seattle	WA	98109															
R-231	Elam	Teresa	F		125	Brookshire		619-296-0035	305-417-3641	Teresa.R.Elam@spambob.com	239 University Street	Seattle	WA	98101	716-759-2932	MI	IN	"Indiana University, Western Michigan"	"elementary teacher - 2nd grade, homemaker"		"travel, gardening, reading, cards, tennis, racquet ball"	"church, JC Auxiliary, Child Study Club, Blood drive"	4	11		"Visited a high school friend who owned a lot in KG in the 70s. At her wedding to Forrestt the Johnsons bought lot # 125.  When the bought lot # 157, the Kelsey's bought lot # 125 in 1988.  They put this unit on in 2000."	Barb was married to her first husband Duane for 33 years when he died in 1990.  She and Forrestt were married for 14 years when he died in 2010.  Forresst loved the park and could not wait to get down each fall.		
R-232	Barron	Hazel	F		126	Brookshire			563-255-7900	Hazel.G.Barron@mailinator.com	1872 Moonlight Drive	EGG HARBOR	NJ	8232		MI		Michigan State University	"Worked for State of Michigan, homemeaker, tested horse urine for drugs"		"sewing, needle work, basketball, tennis, travel, scrabble"	"church, reading to the blind"	4	4		Her parents were one of the original owners in the park.  In 1972 the purchased olt # 126 for the outragous price of $6450.  This trailer was put on in 1987 the year befor larger units were allowed.			
R-233	Cotter	Roberto	M		126	Brookshire			973-452-2180	Roberto.I.Cotter@trashymail.com	4508 Leisure Lane	LOS ANGELES	CA	90017		MI		Michigan State University	Financial planner and CEO of Financial Independent Group		"travel, biking, swimming, scrabble"	"Church, Bible Study Ministry"	4	4			While at MSU the various houses sponsored booths to raise money for the Danny Thomas Heart Fund.  At the booth for Doris' house some girls in bathing suits held a candle.  For a donation you were given a squirt gun and could try to put out the candle or s		
R-234	Mantooth	Arline	F	signed 1-15-2012	127	Brookshire		910-491-0760	402-678-1541	Arline.J.Mantooth@mailinator.com	3587 Hanover Street	New York	NY	10016	951-314-9218	NY	OH CA	Miami of Ohio	"elementary teacher, homemaker"		"bridge, reading puzzels"	"Hospital, library, on preschool Board at church"	2	4			They have a cottage on Lake Erie near Port Clinton.		
R-235	Turner	Ken	M	signed 1-23-2012	127	Brookshire		707-981-6980	956-481-6216	Ken.H.Turner@mailinator.com	3308 Haymond Rocks Road	Eugene	OR	97401	317-613-3912	OH		Miami of Ohio	Industrial engineer at GM	"Army, Korea"	"metal art work, digital photo work, boating, tennis"	"Junior Achievement, Red Cross, church, Elks, Shriners"	2	4		"They visited there friends, the Stowes (lot # 99), and then rented in 1990.  They bought lot # 127 in 1998"	"Howard and Paula met at Miami of Ohio.  When Paula graduated she took a job in California.  Howard took his basic training in California and wh8ile there, looked her up.  They were married befor he went to Korea."		
R-236	Mcclure	Dorothy	F		128	Brookshire			916-293-5673	Dorothy.R.Mcclure@dodgit.com	3916 Short Street	Austin	TX	78701															
R-237	Thoreson	Donald	M		128	Brookshire			757-555-2246	Donald.T.Thoreson@mailinator.com	1050 Melm Street	PORT ORANGE	FL	32019															
R-238	Mauro	Jessica	F	signed 11-4-11	129	Brookshire		415-789-7361	619-890-4397			Nokomis				MI			"Homemaker, drove school bus"		"sewing, camping"	"church, hospital"	5	9	8				
R-239	Root	William	M	signed 11-4-11	129	Brookshire		310-533-1288	920-894-1373			Nokomis				MI	WI		"Mason, die cast work in auto plant"	"Army, Germany"	"horse shoes, softball, bowling, pool, camping"		5	9	8				
R-240	Melillo	Dorothy	F	signed 11-5-11	130	Brookshire			904-342-5872		3094 Boone Crockett Lane	Bremerton	WA	98337		MI	IL	"Central Michigan University, Michigan State University"	"3rd grade teacher, Directed a cooperative nursery"		"Reading, scrapbooking, card making, camping, travel"	"Girl scouts, women's Club, Teacher's Union, church, KG, Tutor at Laurel Elementary School, President of the Benze Co. Reunion."	2	5	1	Marilyn and her husband w ere staying at Royal Coachman and heard about KG.  They rented lot # 136 in 1993 and purchased lot # 130 that same year.  After several years in their RV they built this unit in 1997	Chuck and Marilyn were married 51 years when he died in 2004.		
R-241	Dumont Family Trust				131	Brookshire					1014 Lincoln Drive	Chambersburg	PA	17201															
R-242	Jetton	Henry	M	signed 11-1-11	132	Brookshire			303-570-5643		1511 Ritter Street	ALEXANDER CITY	AL	35010									4	7					
R-243	Ottley	Joyce	F		133	Brookshire			812-382-8249		936 Mercer Street	KNAPP	WI	54749	573-995-0823	MI			"farming, homemaker, bovine midwife"		"stained glass, gardening, various crafts"		2	4					
R-244	Toledo	William	M		133	Brookshire			417-321-1430		2319 Single Street	ARLINGTON	MA	2174	724-910-6760	MI			farming		"scuba diving, fishing, hunting, boating"		2	4		Came up the creek on a boat a walked around.  Purchased lot # 74 in 2004 and lot # 133 later that year.			
R-245	Eddins	Luz	F	signed 11-8-11	134	Brookshire		661-279-0384			3015 Arthur Avenue	SUBLETTE	IL	61367	210-819-7648	NY		"Nurses Training at Jamestown, NY and belleview Hospital in New York City"	"Nurse, Dental Assistant, Homemaker"		gardening - African violets and orchids_ boating	"hospital, church, she and husband chaired the KG Court on two different occasions"	3	8	15	They visited a school buddy of her husband who owned a lot in KG. They rented lot  # 108 for 2 years and then bought lot # 134 in 1983.  They replaced the trailer with this unit in 1989.	 Barb meet her husband through a mutual friend when he got out of military.  They were married for 52 years before he died.		
R-246	Chapman	Jane	F		135	Brookshire	renter	518-744-5136	323-648-3231	Jane.S.Chapman@mailinator.com	3010 Browning Lane	Walton	IN			NJ	IN	Miami of Ohio	Ticket Agent for United Airlines		sailing					Were friends of the Johnsons (157) and the Kelseys (125).  They helped her rent lot #101 from the Wacklands in 2007 and in 2009 she began renting lot # 135 from them.	Her husband Norm built sailboats as a hobby on Lake George.  They were married 18 years when he died in 2006.		
R-247	Taylor	Melissa	F		135	Brookshire			505-494-2581	Melissa.G.Taylor@trashymail.com	1170 Adams Drive	COLUMBUS	TX	78934															
R-248	Crowson	Keith	M		135	Brookshire			504-366-5440	Keith.J.Crowson@mailinator.com	4728 Hill Street	Greenwich	OH	44837															
R-249	Trump	John	M	signed 1-13-2012	136	Brookshire		516-345-9706	215-914-2325	John.V.Trump@trashymail.com	1826 Sumner Street	Rancho Dominguez	CA	90220	918-573-5238														
R-250	Churchill	Eula	F	signed 10-28-11	137	Brookshire			541-951-3669	Eula.C.Churchill@dodgit.com		Nokomis				IN	IL VR		Project Coordinator in Engineering Department for a Chemical Plant		"swimming, tennis, cards"	church	3	2		Knew Dickmans from home.  Rented lot # 228 in 2007.  Bought unit # 137 that year.	Enjoys her family.		
R-251	Franks	Curtis	M		138	Brookshire			260-230-3552		3364 Argonne Street	NEWARK	DE	19714	937-457-5210														
R-252	Ramey	Renee	F	declined	139	Brookshire																							
R-253	Rodriguez	Walter	M	declined	139	Brookshire																							
R-254	Stepp	Florence	F	declined	140	Brookshire																							
R-255	Ross	Bill	M	declined	140	Brookshire																							
R-256	Bailey	Diane	F		141	Bainbridge				Diane.Z.Bailey@trashymail.com	1941 Walt Nuzum Farm Road	Rochester	NY	14623	561-272-6526	MI	CA		Homemaker		"camping, boating"		3	6			They grew up together and celebrated their 50th in 2010		
R-257	Morris	David	M		141	Baingridge				David.J.Morris@pookmail.com	1473 Biddie Lane	AMELIA	VA	23002	803-599-0816	MI	CA		"radio engineer, Owned a telecommunications company"	"Coast Guard, Phillipines"	"hunting, fishing, boating, basketball, camping"	Finnish National Council	3	6		"Discovered KG while staying at Royal Coachman,  Purchased lot # 204 in 2010"			
R-258	Bain	Anne	F	declined	142	Brookshire																							
R-259	Jack	Susan	F	signed 11-28-11	143	Brookshire		864-226-0212	909-286-8992	Susan.G.Jack@pookmail.com	4311 Village View Drive	Frederick	MD	21701	865-631-3109	OH	NC		"Secretary/Treasurer of the family meat packing plant, homemaker"		gardening	church	3	8	5		She was a waitress in a restaurant that he frequented.  They have been married 60 years in 2011		
R-260	Beaver	Sean	M	signed 11-28-11	143	Brookshire		912-251-7408	503-832-4465	Sean.C.Beaver@mailinator.com	3904 Trainer Avenue	TALBOTT	IL	61546	281-954-1766	OH	NC		Owner operator of a slaughter house and meat processing plant	"Marines, Japan"	"Fishing, travel, hunting, photography, gardening"	church	3	8	5	They stayed one year at Royal Coachman and bought here the next year-1995.  They really like the convenience of the boat dock behind their unit with access to fishing areas.	He has enjoyed living and working in the heart of Amish country		
R-261	Garman	Becky	F		144	Brookshire	R		580-447-8288	Becky.J.Garman@trashymail.com	1484 Canis Heights Drive	Los Angeles	CA	90071		NY		Robert Weslyan College	"Xerox, homemaker"		"quilting, gardening, flower arrainging"	"Habitat for Humanity, Mission Activities at church"	5	8	3				
R-262	Desouza	Curtis	M		144	Brookshire	R		870-431-0481	Curtis.C.Desouza@dodgit.com	2359 Hartway Street	Brookings	SD	57006		NY			Instramentation work at a Neuclear Power Plant	"Navy, Medditeranian, Middle East"	"woodworking, hunting fishing"	"Habitat for Humanity, Mission Activities at church"	5	8	3	While staying in Sarasota they came to visist a friend the day of the KG Club bazaar.  They walked around and liked the park.  They have rented since 2006.			
R-263	Pierce	Daniel	M		144	Brookshire		217-862-4888	716-587-4031	Daniel.E.Pierce@trashymail.com	2696 Corbin Branch Road	Chattanooga	TN	37404															
R-264	Ferguson	Jennifer	F	signed 10-30-11	145	Brookshire			678-319-6306	Jennifer.D.Ferguson@spambob.com		Nokomis				NY	OH VA		worked in computer business		"genealogy, studying history"	"Worked on program for the homeless, Volunteered at the White House opening and categorizing mail"	3	10	2	Visited her sister who was renting here. Stayed in # 103 for 6 months. Then purchased  # 145	3 1/2 months each year she manages a tax service .  Carol and Ed met on a double date and later switched partners.		
R-265	Weeks	Christopher	M	signed 10-30-11	145	Brookshire			240-602-9456	Christopher.T.Weeks@trashymail.com		Nokomis				NY	OH VA	University of Buffalo	"Owned computer consulting business, consultant for Ernst and Young, Industrial Sales manager for Castle Systems - a security company"	Army- Korea	"write computer programs, travel - Canada, Alaska, Europe and Japan"	"Worked on program for the homeless, Volunteered at the White House opening and categorizing mail"	3	10	2	Five year residents	"Employment: Tax office manager, 3 1/2 monthes each year, Tax Preparation Instructor"		
R-266	Hartford	Louise	F	signed 11-4-11	146	Brookshire		231-577-5574				Nokomis																	
R-267	Stewart	Charles	M	signed 11-4-11	146	Brookshire		623-487-1621				Nokomis																	
R-268	Belz	Mary	F		147	Brookshire			920-762-9898	Mary.B.Belz@mailinator.com	2592 Hog Camp Road	Hickory Hills	IL	60457															
R-269	Harding	Ted	M		147	Brookshire			319-372-9564	Ted.A.Harding@pookmail.com	4200 Rose Street	Bridgeview	IL	60455															
R-270	Givens	Jeanette	F	signed 1-13-2012	148	Brookshire		414-596-4649	858-717-8336	Jeanette.J.Givens@dodgit.com	249 Jadewood Drive	Northbrook	IL	60062	908-960-9636	MI			"School secretary, homemaker"		"bowling, shopping"	"church, care giving"	2	6	3				
R-271	Cohen	Gregory	M	signed 1-13-2012	148	Brookshire		406-476-3173	520-826-8881	Gregory.C.Cohen@dodgit.com	4272 Poplar Avenue	CHULA VISTA	CA	92010	913-233-3596	MI			"Owned a car lot, new car sales, banker"		"golf, carpentry, building houses"	Kiwanis	2	6	3	"His brother had a condo in Venice.  They stayed at Royal Coachman while visiting.  Visited KG.  Rented lot # 148 in 1999 and purchased it the same year.  Purchased the unit on lot # 98 and moved it to # 148 the same year.  Added the lanai in 2002, His bor"	The meet in high school.		
R-272	Lowery	Lidia	F	signed 11-7-11	149	Brookshire		717-695-5738		Lidia.R.Lowery@dodgit.com	675 Oral Lake Road	Wayzata	MN	55391	580-249-5447	MI		Western Michigan	"Travel Agent, Manager at AAA Michigan"		"Extensibe world travel, boating, reading, KG swimming pool"	AMBUCS - An association of business professionals who raise funds for the purchase bikes that are pedaled by the arms.  These are donated to those in need - primarily children				"Her parents purchased lot # 149 in the mid 70s. At first they had a camper, then a 5th wheel and finally put on the park model in 1989.  The porch was added later."	"Her husband Russ was very outgoing, was an aerospace engineer and loved the park.  He died in 2009 after 45 years of marriage.  They met when he came in to book a trip at the travel agency she managed."		
R-273	Powell	Ana	F		150	Brookshire			707-604-5246		41 Marietta Street	San Francisco	CA	94104															
R-274	Vanegas	Michele	F		150	Brookshire			570-829-0352		2250 Robinson Court	Saginaw	MI	48607															
R-275	Stiffler	Jonathan	M		150	Brookshire			805-549-4097		361 Woodlawn Drive	Milwaukee	WI	53204															
R-276	Landry	Scott	M		150	Brookshire			931-284-9450		2818 Rhapsody Street	Gainesville	FL	32601															
R-277	Crabtree	Frances	F	declined	151	Brookshire																							
R-278	Baker	Ralph	M	declined	151	Brookshire																							
R-279	Adams	Wayne	M	signed 11-5-11	152	Brookshire		828-898-4669	501-433-9513	Wayne.D.Adams@spambob.com						IL	IN SC				USAF					Lived in KG for 20 years.			
R-280	Brown	Livia	F		153	Brookshire			770-684-2447		3765 Lowndes Hill Park Road	Bakersfield	CA	93307															
R-281	Easley	Justin	M		153	Brookshire			404-781-9927		2033 Logan Lane	Denver	CO	80220															
R-282	Oubre	Rosalinda	F		154	Brookshire			856-762-8316	Rosalinda.R.Oubre@pookmail.com	1645 Wescam Court	SOUTH BOSTON	MA	2127		VT		University of Vermont	Bookkeeping and HR work for bakery		horses - Icelandic. Walking especially on the beach near the water	"March of Dimes, Vermont public Television"							
R-283	Francois	Donald	M		154	Brookshire			913-422-6190	Donald.T.Francois@pookmail.com	492 Carolyns Circle	Arlington	TX	76011		VT			Owned wholesale bakery	"Army, Guam, Viet Nam"	"hunting, working on bakery and heavy equipment"	"March of Dimes, electrical and plumbing work for the needy"	4	11		Were staying a Say and Play.  Got a list of parks in the area.  Liked KG and bought in 2010	They were delivered by the same doctor two says apart.  Got to know each other in high school		
R-284	Ahmed	Betty	F		155	Brookshire			918-593-6121	Betty.J.Ahmed@trashymail.com	3614 Brookview Drive	ANAHUAC	TX	77514		VT		University of Vermont	Bookkeeping and HR work for bakery		horses - Icelandic. Walking especially on the beach near the water	"March of Dimes, Vermont public Television"							
R-285	Bennett	Marvin	M		155	Brookshire			516-697-8762	Marvin.M.Bennett@pookmail.com	168 Aviation Way	Los Angeles	CA	90071		VT			Owned wholesale bakery	"Army, Guam, Viet Nam"	"hunting, working on bakery and heavy equipment"	"March of Dimes, electrical and plumbing work for the needy"	4	11		Were staying a Say and Play.  Got a list of parks in the area.  Liked KG and bought in 2010	They were delivered by the same doctor two says apart.  Got to know each other in high school		
R-286	Parker	Kelley	F		156	Brookshire			630-964-1188	Kelley.A.Parker@trashymail.com	1897 Whispering Pines Circle	Dallas	TX	75240		MI	CA IA	Michigan State University	"Taught in a Bussiness College, Homemakre, Substitute teacher, worked in a Community Mental Health facility"		"swimming, biking, hiking. Music, needle work, Tae Kwan Do"	"Center for Creative Justice, bible study, Church"	2	1		Visited the Schafer's (95) and purchased lot # 156 in 2009	In 2011 married to Glen 44 years.  Glen still works full-time in math and hi performance computing at Iowa State.		
R-287	Watson	Lois	F	signed 1-13-2012	157	Brookshire		610-463-6011	925-282-2581	Lois.F.Watson@pookmail.com	3670 Daylene Drive	Southfield	MI	48075	413-723-1064	MI		Albion College	"Taught 1st and 2nd grade, Homemaker"		"Knitting, piano, church"	"school, church"	5	13	1				
R-288	Whitaker	Jose	M	signed 1-13-2012	157	Brookshire		919-284-8760	713-388-3869	Jose.E.Whitaker@mailinator.com	117 Renwick Drive	Philadelphia	PA	19108	770-830-4628	MI		Albion College. University of Michigan	Dentist	"Navy, Guam, Okinawa, WWII"	"Stained glass, pilot his own plane"	"church, Boy Scouts, Meals on wheels, JC's"	5	13	1	While staying at the Royal coachman they visited friends in KG.  They purchased lot # 125 in 1994.  They wanted a newer unit but did not want to build their own so they purchased lot #157 in 1998 with this newly built unit on it.	His first semester at Albion college they were in the same Biology lab.  They were assigned seats alphabetically.  So Jackson and Johnson became lab partners.  They will celebrate their 60th wedding anniversary in 2012.		
R-289	Castillo	Cheri	F	signed 11-28-11	158	Brookshire		989-636-2830	407-249-3784	Cheri.R.Castillo@dodgit.com	605 Big Indian	New Orleans	LA	70112	703-928-6771	MI		"Beauty school, Real estate school, Travel agent school"	"Hair dresser, owned 2 salons, sold real estate, worked in a travel agency, personal sales"		"Paint, golf, crafts"	"Worked with handicapped children, assist individuals without transportation, cleans homes for the needy"	2	2	1				
R-290	Smith	Henry	M	signed 11-28-11	158	Brookshire		704-652-0138	520-624-8870	Henry.E.Smith@mailinator.com	3017 Goldie Lane	Mason	OH	45040	806-767-2306	MI		Macomb County Community College	"Electronics for GTE, Owned a Travel Agency"		"Woodcarving, Woodworking, golf"	"School Board, J C's, Several city government organizations"	2	2	1	A neighbor had a condo in Venice that they rented. Another friend from home lived in KG.  With an hour to go before they had to leave for the airport they stopped to visit in KG.  They saw this unit and purchased it by mail from home in 1998.			
R-291	Thomas	Fannie	F	signed 11-30-11	159	Brookshire		661-228-1356	804-968-5833	Fannie.N.Thomas@pookmail.com		Nokomis				WA	KY		Bookkeeper		"knitting, organ, cards"	"city library, play the organ at nursing homes"							
R-292	Morse	Daniel	M	signed 11-30-11	159	Brookshire		717-558-5872	209-984-5430	Daniel.M.Morse@pookmail.com		Nokomis				KY	OR	Sue Bennet College	Kodak	Coast Guard	"amateur radio, photography, organ, fishing"	"Radio operator in emergencies for the Red Cross and Civil Air Patrol, play the organ at nursing homes"				"They were camping in Englewood and saw and ad for KG.  On Thanksgiving they went for a ride to find it.  They purchased lot # 159 in 1977.  At first they used their travel trailer, later they put on an 8"" wide and eventually they put on this unit in 1994."	His best friend had a crush on her niece.  They met on a street corner 67 years ago and she never let me go.		
R-293	Hines	Doris	F	No	160	Brookshire																							
R-294	Franco	Robert	M	No	160	Brookshire																							
R-295	Shaw	Shawn	F		161	Brookshire			916-675-1990		1469 Fraggle Drive	Chicago	IL	60654	502-363-3939														
R-296	Darby	Kenneth	M		161	Brookshire			816-983-9990		2894 Oak Drive	Albany	NY	12207	440-237-4966														
R-297	Robinson	Lisa	F		162	Brookshire			949-241-4423		2717 My Drive	New York	NY	10011	512-718-2484	PA		Butler Memorial Hospital School of Nursing	Nurse - pediatrics		"reading, sewing, knitting, gardening"	"Habitat for Humanity, church, Butler Project - restored homes for needy"	3	4	2		She was a student nurse.  He was in the hospital for appendicitis.  She needed an escort for a dance and asked him.		
R-298	Chambers	Joseph	M		162	Brookshire			229-251-9648		687 Rhapsody Street	Gainesville	FL	32601	856-784-8450	PA		"Slippery Rock College, Richard Morris Business School"	Operated a series of Rent-Al stores	"Army, medic in Texas"	"restoring antique cars, remodeling and restoring old homes, gardening"	"Habitat for Humanity, church, Butler Project - restored homes for needy"	3	4	2	Camped in the area for several years.  Found KG while riding bikes.  Rented for 5 years.  Purchased lot # 162 in 2007			
R-299	Waters	Alejandro	M	signed 11-7-11	163	Brookshire		248-447-5735			818 Private Lane	Valdosta	GA	31601	917-513-0290	NY	TX		"carpenter, airplane assembly, letter carrier"	"Army Air Corps, WWII, stateside"	"fishing, cards, square dancing, round dancing"	"KG, church, Boy Scouts"	4	8	10	"They were traveling Florida in an Airstream, liked the Osprey area  and saw a brochure on the park.  It said they could stay free for 3 days.  They were placed on lot #163 and bought it on the third day.  The present unit was placed on the lot in 1990."	In the Army Air Corps he was a mechanic on B17's and an instrument mechanic on B29's.  Hh has a scrapbook on chocolate. Don was married to his wife Dorothy for 55 years when she died.		
R-300	Horton	Angela	F		164	Lancer		949-544-4941				Nokomis																	
R-301	Starling	Angela	F	signed 1-24-2012	165	Lancer			859-737-2166	Angela.T.Starling@mailinator.com	1764 Fieldcrest Road	Garden City	NY	11530		MN		Faribault School of Practical Nursing	"Nursing at hospital and a nursing home, homemaker, they owned and operated an apple orchard"		"biking, walking, sewing"	"church, community projects"	3	7					
R-302	Yerkes	Brian	M	signed 1-24-2012	165	Lancer			215-384-4260	Brian.T.Yerkes@spambob.com	1517 Jarvisville Road	Huntington	NY	11743		MN		"University of Wisconsin, Dunwoody Institute"	"Engineer for a utility company.  Certified in boilers, electrical work and refrigeration, they owned and operated an apple orchard"		"fishing, fixing and repairing things"	"church, Mission work, Construction activities in Dominican Republic and elsewhere"	3	7		"Visited his uncle at his cabin in Minnesota, who also had a place in Nokomis.  Visited uncle, rented in 2000 and purchased lot # 165 in 2001.  Put this unit on in 3003"	enjoy the warmth and the people.  Dennis bought a car from Judy's boyfriend when he went into the military.  He was to give her the payments for the car.		
R-303	Smith	Julia	F	signed 1-14-2012	166	Lancer			559-868-2607	Julia.K.Smith@pookmail.com	2777 Pritchard Court	Mankato	MN	56001		CT			Logistics co-ordinator		"Knitting, crafts"	"Chairman of Board of Education, Registrar of Voters, Womens Club of Wolcott"	3	4		A friend lived in KG.  They visited for several years before buying lot # 166 in 2007.	Her sister new Harry		
